app_label,model,field_name,field_type,related_model,null,blank
production,ProductionOrder,executed_patterns,ForeignKey,pattern.PatternExecution,True,
production,ProductionOrder,id,BigAutoField,,False,True
production,ProductionOrder,order_number,CharField,,False,False
production,ProductionOrder,product,ForeignKey,products.FinishedProduct,False,False
production,ProductionOrder,quantity,PositiveIntegerField,,False,False
production,ProductionOrder,start_date,DateField,,False,False
production,ProductionOrder,end_date,DateField,,True,True
production,ProductionOrder,status,CharField,,False,False
production,ProductionOrder,notes,TextField,,True,True
production,ProductionOrder,created_at,DateTimeField,,False,True
production,ProductionStage,qualitycheck,ForeignKey,production.QualityCheck,True,
production,ProductionStage,productionlog,ForeignKey,production.ProductionLog,True,
production,ProductionStage,id,BigAutoField,,False,True
production,ProductionStage,order,ForeignKey,production.ProductionOrder,False,False
production,ProductionStage,stage_name,CharField,,False,False
production,ProductionStage,assigned_employee,ForeignKey,employees.Employee,True,True
production,ProductionStage,start_time,DateTimeField,,True,True
production,ProductionStage,end_time,DateTimeField,,True,True
production,ProductionStage,completed,BooleanField,,False,False
production,ProductionStage,observations,TextField,,True,True
production,MaterialConsumption,id,BigAutoField,,False,True
production,MaterialConsumption,order,ForeignKey,production.ProductionOrder,False,False
production,MaterialConsumption,material,ForeignKey,inventory.RawMaterial,False,False
production,MaterialConsumption,quantity_used,DecimalField,,False,False
production,MaterialConsumption,unit,CharField,,False,False
production,MaterialConsumption,wastage,DecimalField,,False,False
production,FinalProductOutput,id,BigAutoField,,False,True
production,FinalProductOutput,order,ForeignKey,production.ProductionOrder,False,False
production,FinalProductOutput,quantity_produced,PositiveIntegerField,,False,False
production,FinalProductOutput,produced_at,DateTimeField,,False,True
production,FinalProductOutput,remarks,TextField,,True,True
production,ProductionScanQR,id,BigAutoField,,False,True
production,ProductionScanQR,order,ForeignKey,production.ProductionOrder,False,False
production,ProductionScanQR,scan_time,DateTimeField,,False,True
production,ProductionScanQR,scanned_by,ForeignKey,employees.Employee,True,False
production,ProductionScanQR,qr_data,TextField,,False,False
production,BillOfMaterials,id,BigAutoField,,False,True
production,BillOfMaterials,product,ForeignKey,products.FinishedProduct,False,False
production,BillOfMaterials,components,JSONField,,False,False
production,BillOfMaterials,notes,TextField,,True,True
production,BillOfMaterials,created_at,DateTimeField,,False,True
production,QualityCheck,id,BigAutoField,,False,True
production,QualityCheck,product,ForeignKey,products.FinishedProduct,False,False
production,QualityCheck,order,ForeignKey,production.ProductionOrder,False,False
production,QualityCheck,stage,ForeignKey,production.ProductionStage,False,False
production,QualityCheck,inspector,ForeignKey,employees.Employee,True,True
production,QualityCheck,status,CharField,,False,False
production,QualityCheck,notes,TextField,,True,True
production,QualityCheck,inspected_at,DateTimeField,,False,True
production,ProductVersion,id,BigAutoField,,False,True
production,ProductVersion,product,ForeignKey,products.FinishedProduct,False,False
production,ProductVersion,version_code,CharField,,False,False
production,ProductVersion,season,CharField,,True,True
production,ProductVersion,created_by,ForeignKey,employees.Employee,True,True
production,ProductVersion,change_notes,TextField,,True,True
production,ProductVersion,created_at,DateTimeField,,False,True
production,ProductVersion,is_active,BooleanField,,False,False
production,ProductionLog,id,BigAutoField,,False,True
production,ProductionLog,employee,ForeignKey,employees.Employee,False,False
production,ProductionLog,order,ForeignKey,production.ProductionOrder,True,True
production,ProductionLog,stage,ForeignKey,production.ProductionStage,True,True
production,ProductionLog,date,DateField,,False,False
production,ProductionLog,quantity,PositiveIntegerField,,False,False
production,ProductionLog,unit_wage,DecimalField,,False,False
production,ProductionLog,notes,TextField,,True,True
products,Product,purchaseitem,ForeignKey,purchases.PurchaseItem,True,
products,Product,posorderitem,ForeignKey,pos.POSOrderItem,True,
products,Product,forecast,ForeignKey,demand_forecasting.Forecast,True,
products,Product,materialplanning,ForeignKey,mrp.MaterialPlanning,True,
products,Product,materialline,ForeignKey,mrp.MaterialLine,True,
products,Product,rfqitem,ForeignKey,rfq.RFQItem,True,
products,Product,rfqresponseitem,ForeignKey,rfq.RFQResponseItem,True,
products,Product,id,BigAutoField,,False,True
products,Product,name,CharField,,False,False
products,Product,code,CharField,,False,False
products,Product,description,TextField,,True,True
products,Product,price,DecimalField,,False,False
products,Product,is_active,BooleanField,,False,False
products,Product,created_at,DateTimeField,,False,True
products,FinishedProduct,productionorder,ForeignKey,production.ProductionOrder,True,
products,FinishedProduct,billofmaterials,ForeignKey,production.BillOfMaterials,True,
products,FinishedProduct,qualitycheck,ForeignKey,production.QualityCheck,True,
products,FinishedProduct,productversion,ForeignKey,production.ProductVersion,True,
products,FinishedProduct,inventoryitem,ForeignKey,inventory.InventoryItem,True,
products,FinishedProduct,inventoryaudititem,ForeignKey,inventory.InventoryAuditItem,True,
products,FinishedProduct,saleitem,ForeignKey,sales.SaleItem,True,
products,FinishedProduct,productsalesanalysis,ForeignKey,sales.ProductSalesAnalysis,True,
products,FinishedProduct,smartsalessuggestion,ForeignKey,sales.SmartSalesSuggestion,True,
products,FinishedProduct,id,BigAutoField,,False,True
products,FinishedProduct,inventory_item,ForeignKey,inventory.InventoryItem,False,False
products,FinishedProduct,product_code,CharField,,False,False
products,FinishedProduct,name,CharField,,False,False
products,FinishedProduct,quantity,PositiveIntegerField,,False,False
products,FinishedProduct,date_produced,DateField,,False,False
products,FinishedProduct,image,FileField,,True,True
products,FinishedProduct,quality_status,CharField,,False,False
products,FinishedProduct,expiration_date,DateField,,True,True
products,FinishedProduct,qr_code,FileField,,True,True
inventory,RawMaterial,materialconsumption,ForeignKey,production.MaterialConsumption,True,
inventory,RawMaterial,id,BigAutoField,,False,True
inventory,RawMaterial,name,CharField,,False,False
inventory,RawMaterial,code,CharField,,False,False
inventory,RawMaterial,unit,CharField,,False,False
inventory,RawMaterial,description,TextField,,True,True
inventory,Warehouse,inventoryitem,ForeignKey,inventory.InventoryItem,True,
inventory,Warehouse,id,BigAutoField,,False,True
inventory,Warehouse,name,CharField,,False,False
inventory,Warehouse,location,CharField,,True,True
inventory,Warehouse,manager,CharField,,False,True
inventory,Warehouse,note,TextField,,True,True
inventory,InventoryItem,finished_products,ForeignKey,products.FinishedProduct,True,
inventory,InventoryItem,movements,ForeignKey,inventory.InventoryMovement,True,
inventory,InventoryItem,id,BigAutoField,,False,True
inventory,InventoryItem,product,ForeignKey,products.FinishedProduct,False,False
inventory,InventoryItem,warehouse,ForeignKey,inventory.Warehouse,False,False
inventory,InventoryItem,quantity,DecimalField,,False,False
inventory,InventoryItem,unit,CharField,,False,False
inventory,InventoryItem,min_threshold,DecimalField,,False,False
inventory,InventoryItem,last_updated,DateTimeField,,False,True
inventory,InventoryMovement,id,BigAutoField,,False,True
inventory,InventoryMovement,item,ForeignKey,inventory.InventoryItem,False,False
inventory,InventoryMovement,movement_type,CharField,,False,False
inventory,InventoryMovement,quantity,DecimalField,,False,False
inventory,InventoryMovement,date,DateTimeField,,False,False
inventory,InventoryMovement,note,TextField,,True,True
inventory,InventoryAudit,items,ForeignKey,inventory.InventoryAuditItem,True,
inventory,InventoryAudit,id,BigAutoField,,False,True
inventory,InventoryAudit,audit_type,CharField,,False,False
inventory,InventoryAudit,performed_by,ForeignKey,auth.User,True,False
inventory,InventoryAudit,performed_at,DateTimeField,,False,False
inventory,InventoryAudit,notes,TextField,,True,True
inventory,InventoryAuditItem,inventorydiscrepancyinvestigation,OneToOneField,inventory.InventoryDiscrepancyInvestigation,True,
inventory,InventoryAuditItem,id,BigAutoField,,False,True
inventory,InventoryAuditItem,audit,ForeignKey,inventory.InventoryAudit,False,False
inventory,InventoryAuditItem,product,ForeignKey,products.FinishedProduct,False,False
inventory,InventoryAuditItem,system_quantity,DecimalField,,False,False
inventory,InventoryAuditItem,physical_quantity,DecimalField,,False,False
inventory,InventoryAuditItem,difference,DecimalField,,False,False
inventory,InventoryAuditItem,remarks,TextField,,True,True
inventory,InventoryDiscrepancyInvestigation,id,BigAutoField,,False,True
inventory,InventoryDiscrepancyInvestigation,audit_item,OneToOneField,inventory.InventoryAuditItem,False,False
inventory,InventoryDiscrepancyInvestigation,is_resolved,BooleanField,,False,False
inventory,InventoryDiscrepancyInvestigation,action_taken,TextField,,True,True
inventory,InventoryDiscrepancyInvestigation,reported_to,ForeignKey,auth.User,True,False
inventory,InventoryDiscrepancyInvestigation,created_at,DateTimeField,,False,True
survey,Survey,questions,ForeignKey,survey.SurveyQuestion,True,
survey,Survey,surveyresponse,ForeignKey,survey.SurveyResponse,True,
survey,Survey,id,BigAutoField,,False,True
survey,Survey,title,CharField,,False,False
survey,Survey,created_at,DateTimeField,,False,True
survey,SurveyQuestion,choices,ForeignKey,survey.SurveyChoice,True,
survey,SurveyQuestion,answer,ForeignKey,survey.Answer,True,
survey,SurveyQuestion,id,BigAutoField,,False,True
survey,SurveyQuestion,survey,ForeignKey,survey.Survey,False,False
survey,SurveyQuestion,question_text,CharField,,False,False
survey,SurveyQuestion,question_type,CharField,,False,False
survey,SurveyChoice,answer,ForeignKey,survey.Answer,True,
survey,SurveyChoice,id,BigAutoField,,False,True
survey,SurveyChoice,question,ForeignKey,survey.SurveyQuestion,False,False
survey,SurveyChoice,choice_text,CharField,,False,False
survey,SurveyResponse,answers,ForeignKey,survey.Answer,True,
survey,SurveyResponse,id,BigAutoField,,False,True
survey,SurveyResponse,survey,ForeignKey,survey.Survey,False,False
survey,SurveyResponse,submitted_at,DateTimeField,,False,True
survey,SurveyResponse,employee,ForeignKey,employees.Employee,True,True
survey,SurveyResponse,client,ForeignKey,clients.Customer,True,True
survey,Answer,id,BigAutoField,,False,True
survey,Answer,response,ForeignKey,survey.SurveyResponse,False,False
survey,Answer,question,ForeignKey,survey.SurveyQuestion,False,False
survey,Answer,answer_text,TextField,,True,True
survey,Answer,selected_choice,ForeignKey,survey.SurveyChoice,True,True
survey,Answer,rating,PositiveSmallIntegerField,,True,True
tracking,ProductTracking,movements,ForeignKey,tracking.ProductTrackingMovement,True,
tracking,ProductTracking,id,BigAutoField,,False,True
tracking,ProductTracking,product_name,CharField,,False,False
tracking,ProductTracking,tracking_code,CharField,,False,False
tracking,ProductTracking,customer_name,CharField,,False,False
tracking,ProductTracking,payment_method,CharField,,False,False
tracking,ProductTracking,status,CharField,,False,False
tracking,ProductTracking,shipping_company,CharField,,False,True
tracking,ProductTracking,shipment_date,DateField,,False,False
tracking,ProductTracking,delivery_date,DateField,,True,True
tracking,ProductTracking,notes,TextField,,True,True
tracking,ProductTracking,created_at,DateTimeField,,False,True
tracking,ProductTrackingMovement,id,BigAutoField,,False,True
tracking,ProductTrackingMovement,tracking,ForeignKey,tracking.ProductTracking,False,False
tracking,ProductTrackingMovement,location,CharField,,False,False
tracking,ProductTrackingMovement,status,CharField,,False,False
tracking,ProductTrackingMovement,timestamp,DateTimeField,,False,False
tracking,ProductTrackingMovement,note,TextField,,True,True
media,MediaFile,id,BigAutoField,,False,True
media,MediaFile,name,CharField,,False,False
media,MediaFile,media_type,CharField,,False,False
media,MediaFile,file,FileField,,False,False
media,MediaFile,uploaded_by,ForeignKey,auth.User,True,True
media,MediaFile,upload_date,DateTimeField,,False,True
media,MediaFile,tags,CharField,,False,True
media,MediaFile,description,TextField,,False,True
media,MediaFile,content_type,ForeignKey,contenttypes.ContentType,True,True
media,MediaFile,object_id,PositiveIntegerField,,True,True
media,MediaFile,is_active,BooleanField,,False,False
media,MediaFile,content_object,GenericForeignKey,,,
maintenance,Machine,maintenance_logs,ForeignKey,maintenance.MaintenanceLog,True,
maintenance,Machine,maintenancerequest,ForeignKey,maintenance.MaintenanceRequest,True,
maintenance,Machine,id,BigAutoField,,False,True
maintenance,Machine,name,CharField,,False,False
maintenance,Machine,location,CharField,,False,False
maintenance,Machine,status,CharField,,False,False
maintenance,Machine,total_runtime_hours,PositiveIntegerField,,False,False
maintenance,Machine,production_line,CharField,,True,True
maintenance,MaintenanceLog,id,BigAutoField,,False,True
maintenance,MaintenanceLog,machine,ForeignKey,maintenance.Machine,False,False
maintenance,MaintenanceLog,description,TextField,,False,True
maintenance,MaintenanceLog,maintenance_date,DateField,,False,False
maintenance,MaintenanceLog,next_maintenance,DateField,,True,True
maintenance,MaintenanceLog,technician,CharField,,True,True
maintenance,MaintenanceLog,issue,TextField,,True,True
maintenance,MaintenanceLog,action_taken,TextField,,True,True
maintenance,MaintenanceRequest,id,BigAutoField,,False,True
maintenance,MaintenanceRequest,machine,ForeignKey,maintenance.Machine,False,False
maintenance,MaintenanceRequest,reported_by,ForeignKey,employees.Employee,True,False
maintenance,MaintenanceRequest,issue_description,TextField,,False,False
maintenance,MaintenanceRequest,request_date,DateField,,False,True
maintenance,MaintenanceRequest,status,CharField,,False,False
maintenance,MaintenanceRequest,resolution_notes,TextField,,True,True
monitoring,Client,distributionorder,ForeignKey,monitoring.DistributionOrder,True,
monitoring,Client,id,BigAutoField,,False,True
monitoring,Client,name,CharField,,False,False
monitoring,Client,contact,CharField,,False,True
monitoring,DistributionOrder,shipment,ForeignKey,monitoring.Shipment,True,
monitoring,DistributionOrder,id,BigAutoField,,False,True
monitoring,DistributionOrder,client,ForeignKey,monitoring.Client,False,False
monitoring,DistributionOrder,date,DateField,,False,True
monitoring,DistributionOrder,last_updated,DateTimeField,,False,True
monitoring,DistributionOrder,product_name,CharField,,False,False
monitoring,DistributionOrder,quantity,PositiveIntegerField,,False,False
monitoring,DistributionOrder,status,CharField,,False,False
monitoring,DistributionOrder,notes,TextField,,False,True
monitoring,Shipment,id,BigAutoField,,False,True
monitoring,Shipment,tracking_number,CharField,,False,False
monitoring,Shipment,order,ForeignKey,monitoring.DistributionOrder,False,False
monitoring,Shipment,shipped_date,DateField,,False,False
monitoring,Shipment,status,CharField,,False,False
monitoring,Shipment,location,CharField,,False,True
monitoring,Shipment,delivery_notes,TextField,,False,True
internal_monitoring,InventoryDiscrepancy,id,BigAutoField,,False,True
internal_monitoring,InventoryDiscrepancy,product,CharField,,False,False
internal_monitoring,InventoryDiscrepancy,quantity_missing,IntegerField,,False,False
internal_monitoring,InventoryDiscrepancy,reported_at,DateTimeField,,False,True
internal_monitoring,InventoryDiscrepancy,resolved,BooleanField,,False,False
internal_monitoring,SuspiciousActivity,id,BigAutoField,,False,True
internal_monitoring,SuspiciousActivity,user,ForeignKey,auth.User,True,False
internal_monitoring,SuspiciousActivity,description,TextField,,False,False
internal_monitoring,SuspiciousActivity,timestamp,DateTimeField,,False,True
internal_monitoring,SuspiciousActivity,resolved,BooleanField,,False,False
internal_monitoring,RiskIncident,id,BigAutoField,,False,True
internal_monitoring,RiskIncident,user,ForeignKey,auth.User,True,False
internal_monitoring,RiskIncident,category,CharField,,False,False
internal_monitoring,RiskIncident,event_type,CharField,,False,False
internal_monitoring,RiskIncident,risk_level,CharField,,False,False
internal_monitoring,RiskIncident,notes,TextField,,False,True
internal_monitoring,RiskIncident,created_at,DateTimeField,,False,True
internal_monitoring,ReportLog,id,BigAutoField,,False,True
internal_monitoring,ReportLog,user,ForeignKey,auth.User,True,False
internal_monitoring,ReportLog,action,CharField,,False,False
internal_monitoring,ReportLog,details,TextField,,True,True
internal_monitoring,ReportLog,timestamp,DateTimeField,,False,True
internal_monitoring,ReportLog,is_resolved,BooleanField,,False,False
internal_monitoring,ReportLog,resolution_notes,TextField,,True,True
internal_monitoring,DisciplinaryAction,id,BigAutoField,,False,True
internal_monitoring,DisciplinaryAction,user,ForeignKey,auth.User,True,False
internal_monitoring,DisciplinaryAction,action_type,CharField,,False,False
internal_monitoring,DisciplinaryAction,reason,TextField,,False,False
internal_monitoring,DisciplinaryAction,taken_by,ForeignKey,auth.User,True,False
internal_monitoring,DisciplinaryAction,action_date,DateTimeField,,False,True
internal_monitoring,DisciplinaryAction,notes,TextField,,True,True
pattern,PatternDesign,pieces,ForeignKey,pattern.PatternPiece,True,
pattern,PatternDesign,patternexecution,ForeignKey,pattern.PatternExecution,True,
pattern,PatternDesign,id,BigAutoField,,False,True
pattern,PatternDesign,name,CharField,,False,False
pattern,PatternDesign,description,TextField,,True,True
pattern,PatternDesign,created_at,DateTimeField,,False,True
pattern,PatternDesign,updated_at,DateTimeField,,False,True
pattern,PatternDesign,image,FileField,,True,True
pattern,PatternDesign,gerber_file,FileField,,True,True
pattern,PatternDesign,pattern_type,CharField,,False,False
pattern,PatternPiece,id,BigAutoField,,False,True
pattern,PatternPiece,design,ForeignKey,pattern.PatternDesign,False,False
pattern,PatternPiece,name,CharField,,False,False
pattern,PatternPiece,fabric_type,CharField,,False,False
pattern,PatternPiece,length_cm,FloatField,,False,False
pattern,PatternPiece,width_cm,FloatField,,False,False
pattern,PatternPiece,quantity,PositiveIntegerField,,False,False
pattern,PatternExecution,id,BigAutoField,,False,True
pattern,PatternExecution,production_order,ForeignKey,production.ProductionOrder,False,False
pattern,PatternExecution,design,ForeignKey,pattern.PatternDesign,False,False
pattern,PatternExecution,executed_at,DateTimeField,,False,True
pattern,PatternExecution,notes,TextField,,True,True
pattern,PatternExecution,operator_name,CharField,,False,False
voice_commands,VoiceCommand,id,BigAutoField,,False,True
voice_commands,VoiceCommand,user,CharField,,False,False
voice_commands,VoiceCommand,role,CharField,,False,False
voice_commands,VoiceCommand,audio_file,FileField,,False,False
voice_commands,VoiceCommand,transcript,TextField,,True,True
voice_commands,VoiceCommand,timestamp,DateTimeField,,False,True
clients,Partner,addresses,ForeignKey,clients.Address,True,
clients,Partner,customer_profile,OneToOneField,clients.Customer,True,
clients,Partner,id,BigAutoField,,False,True
clients,Partner,name,CharField,,False,False
clients,Partner,type,CharField,,False,False
clients,Partner,phone,CharField,,True,True
clients,Partner,email,CharField,,True,True
clients,Partner,tax_number,CharField,,True,True
clients,Partner,accounting_code,CharField,,True,True
clients,Partner,is_active,BooleanField,,False,False
clients,Partner,notes,TextField,,True,True
clients,Partner,last_activity,DateTimeField,,False,False
clients,Partner,created_at,DateTimeField,,False,True
clients,Partner,updated_at,DateTimeField,,False,True
clients,Address,id,BigAutoField,,False,True
clients,Address,partner,ForeignKey,clients.Partner,False,False
clients,Address,address_type,CharField,,False,False
clients,Address,country,CharField,,True,True
clients,Address,governorate,CharField,,True,True
clients,Address,city,CharField,,True,True
clients,Address,street,CharField,,True,True
clients,Address,postal_code,CharField,,True,True
clients,Customer,survey_responses,ForeignKey,survey.SurveyResponse,True,
clients,Customer,saleinvoice,ForeignKey,sales.SaleInvoice,True,
clients,Customer,clientpointslog,ForeignKey,sales.ClientPointsLog,True,
clients,Customer,clientactivity,ForeignKey,sales.ClientActivity,True,
clients,Customer,campaigntarget,ForeignKey,campaigns.CampaignTarget,True,
clients,Customer,clientaccess,ForeignKey,client_portal.ClientAccess,True,
clients,Customer,client_portal_support_tickets,ForeignKey,client_portal.SupportTicket,True,
clients,Customer,contract,ForeignKey,contracts.Contract,True,
clients,Customer,legalcase,ForeignKey,legal.LegalCase,True,
clients,Customer,posorder,ForeignKey,pos.POSOrder,True,
clients,Customer,shipment,ForeignKey,shipping.Shipment,True,
clients,Customer,supportticket,ForeignKey,support.SupportTicket,True,
clients,Customer,id,BigAutoField,,False,True
clients,Customer,partner,OneToOneField,clients.Partner,False,False
clients,Customer,client_type,CharField,,False,False
clients,Customer,points,PositiveIntegerField,,False,False
clients,Customer,total_purchases,DecimalField,,False,False
clients,Customer,last_purchase_date,DateField,,True,True
clients,Customer,profile_image,FileField,,True,True
clients,Customer,created_at,DateTimeField,,False,True
clients,Client,survey_responses,ForeignKey,survey.SurveyResponse,True,
clients,Client,saleinvoice,ForeignKey,sales.SaleInvoice,True,
clients,Client,clientpointslog,ForeignKey,sales.ClientPointsLog,True,
clients,Client,clientactivity,ForeignKey,sales.ClientActivity,True,
clients,Client,campaigntarget,ForeignKey,campaigns.CampaignTarget,True,
clients,Client,clientaccess,ForeignKey,client_portal.ClientAccess,True,
clients,Client,client_portal_support_tickets,ForeignKey,client_portal.SupportTicket,True,
clients,Client,contract,ForeignKey,contracts.Contract,True,
clients,Client,legalcase,ForeignKey,legal.LegalCase,True,
clients,Client,posorder,ForeignKey,pos.POSOrder,True,
clients,Client,shipment,ForeignKey,shipping.Shipment,True,
clients,Client,supportticket,ForeignKey,support.SupportTicket,True,
clients,Client,id,BigAutoField,,False,True
clients,Client,partner,OneToOneField,clients.Partner,False,False
clients,Client,client_type,CharField,,False,False
clients,Client,points,PositiveIntegerField,,False,False
clients,Client,total_purchases,DecimalField,,False,False
clients,Client,last_purchase_date,DateField,,True,True
clients,Client,profile_image,FileField,,True,True
clients,Client,created_at,DateTimeField,,False,True
sales,SaleInvoice,items,ForeignKey,sales.SaleItem,True,
sales,SaleInvoice,clientpointslog,ForeignKey,sales.ClientPointsLog,True,
sales,SaleInvoice,client_portal_support_tickets,ForeignKey,client_portal.SupportTicket,True,
sales,SaleInvoice,shipment,ForeignKey,shipping.Shipment,True,
sales,SaleInvoice,supportticket,ForeignKey,support.SupportTicket,True,
sales,SaleInvoice,id,BigAutoField,,False,True
sales,SaleInvoice,invoice_number,CharField,,False,False
sales,SaleInvoice,client,ForeignKey,clients.Client,False,False
sales,SaleInvoice,date,DateField,,False,False
sales,SaleInvoice,total_amount,DecimalField,,False,False
sales,SaleInvoice,payment_method,CharField,,False,False
sales,SaleInvoice,created_by,ForeignKey,employees.Employee,True,False
sales,SaleInvoice,created_at,DateTimeField,,False,True
sales,SaleInvoice,accounting_code,CharField,,True,True
sales,SaleItem,id,BigAutoField,,False,True
sales,SaleItem,invoice,ForeignKey,sales.SaleInvoice,False,False
sales,SaleItem,product,ForeignKey,products.FinishedProduct,False,False
sales,SaleItem,quantity,PositiveIntegerField,,False,False
sales,SaleItem,unit_price,DecimalField,,False,False
sales,SaleItem,discount,DecimalField,,False,False
sales,ClientPointsLog,id,BigAutoField,,False,True
sales,ClientPointsLog,client,ForeignKey,clients.Client,False,False
sales,ClientPointsLog,points,PositiveIntegerField,,False,False
sales,ClientPointsLog,source_invoice,ForeignKey,sales.SaleInvoice,True,True
sales,ClientPointsLog,date,DateTimeField,,False,True
sales,SalesPerformance,id,BigAutoField,,False,True
sales,SalesPerformance,employee,ForeignKey,employees.Employee,False,False
sales,SalesPerformance,date,DateField,,False,False
sales,SalesPerformance,sales_total,DecimalField,,False,False
sales,ProductSalesAnalysis,id,BigAutoField,,False,True
sales,ProductSalesAnalysis,product,ForeignKey,products.FinishedProduct,False,False
sales,ProductSalesAnalysis,month,DateField,,False,False
sales,ProductSalesAnalysis,total_sold,PositiveIntegerField,,False,False
sales,ProductSalesAnalysis,alerts,TextField,,True,True
sales,ClientActivity,id,BigAutoField,,False,True
sales,ClientActivity,client,ForeignKey,clients.Client,False,False
sales,ClientActivity,last_purchase_date,DateField,,True,True
sales,ClientActivity,total_purchases,DecimalField,,False,False
sales,ClientActivity,is_active,BooleanField,,False,False
sales,SmartSalesSuggestion,id,BigAutoField,,False,True
sales,SmartSalesSuggestion,product,ForeignKey,products.FinishedProduct,False,False
sales,SmartSalesSuggestion,suggested_action,TextField,,False,False
sales,SmartSalesSuggestion,created_at,DateTimeField,,False,True
purchases,PurchaseRequest,items,ForeignKey,purchases.PurchaseItem,True,
purchases,PurchaseRequest,purchaseorder,OneToOneField,purchases.PurchaseOrder,True,
purchases,PurchaseRequest,id,BigAutoField,,False,True
purchases,PurchaseRequest,requested_by,ForeignKey,employees.Employee,False,False
purchases,PurchaseRequest,department,ForeignKey,departments.Department,False,False
purchases,PurchaseRequest,purpose,TextField,,False,False
purchases,PurchaseRequest,status,CharField,,False,False
purchases,PurchaseRequest,created_at,DateTimeField,,False,True
purchases,PurchaseItem,id,BigAutoField,,False,True
purchases,PurchaseItem,request,ForeignKey,purchases.PurchaseRequest,False,False
purchases,PurchaseItem,product,ForeignKey,products.Product,False,False
purchases,PurchaseItem,quantity,PositiveIntegerField,,False,False
purchases,PurchaseItem,notes,TextField,,True,True
purchases,PurchaseOrder,purchaseinvoice,OneToOneField,purchases.PurchaseInvoice,True,
purchases,PurchaseOrder,id,BigAutoField,,False,True
purchases,PurchaseOrder,purchase_request,OneToOneField,purchases.PurchaseRequest,False,False
purchases,PurchaseOrder,supplier_name,CharField,,False,False
purchases,PurchaseOrder,total_amount,DecimalField,,False,False
purchases,PurchaseOrder,order_date,DateField,,False,False
purchases,PurchaseOrder,expected_delivery,DateField,,True,True
purchases,PurchaseOrder,is_delivered,BooleanField,,False,False
purchases,PurchaseInvoice,id,BigAutoField,,False,True
purchases,PurchaseInvoice,order,OneToOneField,purchases.PurchaseOrder,False,False
purchases,PurchaseInvoice,invoice_number,CharField,,False,False
purchases,PurchaseInvoice,invoice_date,DateField,,False,False
purchases,PurchaseInvoice,amount,DecimalField,,False,False
purchases,PurchaseInvoice,account,ForeignKey,accounting.Account,True,True
accounting,Supplier,payment_orders,ForeignKey,accounting.PaymentOrder,True,
accounting,Supplier,account,OneToOneField,accounting.Account,True,
accounting,Supplier,supplier_invoices,ForeignKey,accounting.SupplierInvoice,True,
accounting,Supplier,purchase_invoices,ForeignKey,accounting.PurchaseInvoice,True,
accounting,Supplier,id,BigAutoField,,False,True
accounting,Supplier,name,CharField,,False,False
accounting,Supplier,phone,CharField,,True,True
accounting,Supplier,email,CharField,,True,True
accounting,Supplier,address,TextField,,True,True
